ARRAY;INDEX;TYPE;FR;EN;DE
PANEL_NUTRITION_TEXT;0;0;par personne (% des besoins journaliers);per person (% daily values);
PANEL_RECIPES_TEXT;0;0;Mes favorites;My favorites;
PANEL_RECIPES_TEXT;1;0;De mon menu;From my menu;
PANEL_RECIPES_TEXT;2;0;Consultées récemment;Recently viewed;
PANEL_RECIPES_TEXT;3;0;Dernière recherche;Last search;
PANEL_RECIPES_TEXT;4;0;Publier une recette;Add a recipe;
PANEL_RECIPES_TEXT;5;0;Glissez la recette ici pour l'ajouter à vos favorites;Drag & drop the recipe here to add it to your favorites;
PANEL_SEARCH_TEXT;0;0;Plus de critères;More criteria;
PANEL_SEARCH_TEXT;1;0;Saumon, salade, etc.;Salmon, salad, etc.;
PANEL_SEARCH_TEXT;2;0;Recherche;Search;
PANEL_SEARCH_TEXT;3;0;stricte;strict;
PANEL_SEARCH_TEXT;4;0;flexible;flexible;
PANEL_SEARCH_TEXT;5;0;Catégorie;Category;
PANEL_SEARCH_TEXT;6;0;Origine;Origin;
PANEL_SEARCH_TEXT;7;0;Parmi mes favorites;Among my favorites;
PANEL_SEARCH_TEXT;8;0;Faciles;Easy;
PANEL_SEARCH_TEXT;9;0;Saines;Healthy;
PANEL_SEARCH_TEXT;10;0;A coût modéré;Cheap;
PANEL_SEARCH_TEXT;11;0;Rapides;Quick;
PANEL_SEARCH_TEXT;12;0;Bien notées;Well rated;
PANEL_SEARCH_TEXT;13;0;De chefs;From a chef;
PANEL_SEARCH_TEXT;14;0;De mon frigo;From my fridge;
PANEL_SEARCH_TEXT;15;0;Contenant...;Containing...;
PANEL_SEARCH_TEXT;16;0;De saison;Seasonal;
PANEL_SEARCH_TEXT;17;0;Sans aliments détestés;w/o food I dislike;
PANEL_SEARCH_TEXT;18;0;Allergies (exclure);Allergies (ban);
PANEL_SEARCH_TEXT;19;0;Végétariennes;Vegetarian;
PANEL_SEARCH_TEXT;20;0;Avec aliments préférés;with food I like;
PASSWORD_ALERTS;0;1;Veuillez indiquer votre email dans le champ prévu.;Please provide your email address.;
PASSWORD_ALERTS;1;1;Un email avec des instructions pour changer de mot de passe a été envoyé à l'adresse;An email with instructions on how to change your password has been sent to the following address:;
PASSWORD_ALERTS;2;1;Changement du mot de passe;Password modification;
PASSWORD_ALERTS;3;1;Pour changer votre mot de passe, veuillez remplir tous les champs.;To change your password, please fill in all the fields.;
PASSWORD_ALERTS;4;1;Le mot de passe a été changé avec succès.;Your password has been successfully modified.;
PASSWORD_ALERTS;5;1;Voulez-vous changer le mot de passe du compte correspondant à l'adresse;Would you like to modify the password associated to the address;
PASSWORD_ERRORS;0;1;Echec de l'envoi d'un email.;Failed to send an email.;
PASSWORD_ERRORS;1;1;L'ancien mot de passe est faux.;The old password is wrong.;
PASSWORD_ERRORS;2;1;Les deux mots de passe ne correspondent pas.;The two passwords do not match.;
PASSWORD_ERRORS;3;1;Le mot de passe choisi est trop court.;Your password is too short.;
PASSWORD_ERRORS;4;1;Le mot de passe choisi est trop long;Your password is too long.;
PASSWORD_ERRORS;5;1;Le nouveau mot de passe est identique à l'ancien.;The new password is identical to the old one.;
PASSWORD_ERRORS;6;1;Le changement de mot de passe a échoué.;Password modification failed.;
PASSWORD_TEXT;0;0;Changement de mot de passe;Password modification;Ändern des Passworts
PASSWORD_TEXT;1;0;Veuillez remplir tous les champs.;Fill in all the fields.;Füllen Sie bitte alle Felder aus.
PASSWORD_TEXT;2;0;Les deux mots de passe ne concordent pas.;Passwords don't match.;Die beiden Passworte stimmen nicht überein.
PASSWORD_TEXT;3;0;L'email ou le code de sécurité est faux.;Wrong email or security code.;Die E-Mail-Adresse oder der Sicherheitscode ist falsch.
PASSWORD_TEXT;4;0;Code de sécurité;Security code;Sicherheitscode
PASSWORD_TEXT;5;0;Nouveau mot de passe;New password;Neues Passwort
PASSWORD_TEXT;6;0;Confirmation;Confirmation;Bestätigung
PASSWORD_TEXT;7;0;Changer le mot de passe;Change password;Passwort ändern
PASSWORD_TEXT;8;0;Ancien mot de passe;Old password;Altes Passwort
PASSWORD_TEXT;9;0;Mot de passe oublié ?;Password forgotten?;Passwort vergessen?
PICTURES_TEXT;0;0;Taille maximale;Maximum size;Maximale Grösse
PICTURES_TEXT;1;0;ko;ko;KB
PICTURES_TEXT;2;0;Dimensions optimales;Optimal dimensions;Optimale Dimensionen
PICTURES_TEXT;3;0;pixels;pixels;Pixel
PICTURES_TEXT;4;0;Image JPEG, GIF ou PNG;JPEG, GIF or PNG picture format;Bild im Format JPEG, GIF oder PNG
PICTURES_TEXT;5;0;Envoi d'une image;Picture upload;Heraufladen eines Bildes
PICTURES_TEXT;6;0;"Sélectionnez une photo puis cliquez sur ""envoyer"".";"Select a picture and click ""Send"".";"Wählen Sie ein Foto und klicken Sie anschliessend auf ""Heraufladen""."
PICTURE_ALERTS;0;1;Vous devez être inscrit pour soumettre une image de recette.;You must be logged in to submit a recipe picture.;
PICTURE_ERRORS;0;1;L'image que vous avez soumise dépasse la taille autorisée.;The picture you submitted exceeds the maximum allowed size.;
PICTURE_ERRORS;1;1;L'image que vous avez soumise dépasse la taille autorisée.;The picture you submitted exceeds the maximum allowed size.;
PICTURE_ERRORS;2;1;L'image que vous avez soumise dépasse la taille autorisée.;The picture you submitted exceeds the maximum allowed size.;
PICTURE_ERRORS;3;1;Erreur lors de l'upload d'image.;An error ocurred while uploading.;
PICTURE_ERRORS;4;1;Erreur lors de l'upload d'image.;An error ocurred while uploading.;
PICTURE_ERRORS;5;1;Erreur lors de l'upload d'image.;An error ocurred while uploading.;
PICTURE_ERRORS;6;1;Erreur lors de l'upload d'image.;An error ocurred while uploading.;
PICTURE_ERRORS;7;1;Erreur lors de l'upload d'image.;An error ocurred while uploading.;
PICTURE_ERRORS;8;1;Erreur lors de l'upload d'image.;An error ocurred while uploading.;
PICTURE_ERRORS;9;1;Erreur lors de l'upload d'image.;An error ocurred while uploading.;
PICTURE_ERRORS;10;1;Ce type de fichier n'est pas autorisé.;This file extension is not accepted.;
PICTURE_ERRORS;11;1;Impossible de générer l'image.;Failed to upload the picture.;
PICTURE_ERRORS;12;1;Le type d'image à supprimer n'est pas reconnu.;The type of the picture is unknown.;
PICTURE_ERRORS;13;1;L'image à supprimer est introuvable.;The picture to delete could not be found.;
PICTURE_ERRORS;14;1;Vous ne disposez pas des autorisations nécessaires pour supprimer cette image.;You are not allowed to delete this picture.;
PICTURE_ERRORS;15;1;Erreur durant le téléchargement de l'image.;Error during picture upload.;
POPUP_TEXT;0;0;Kookiiz : information;Kookiiz : information;Kookiiz : Information
POPUP_TEXT;1;0;Kookiiz : confirmation;Kookiiz : confirmation;Kookiiz : Bestätigung
POPUP_TEXT;2;0;Kookiiz : chargement;Kookiiz : loading;Kookiiz : Laden
QUICKMEALS_ALERTS;0;1;Aucun repas créé;No quick meal added;
QUICKMEALS_ALERTS;1;1;Voulez-vous vraiment supprimer ce repas rapide ? Il sera également retiré de votre menu.;If you delete this quickmeal it will be removed from your menu, do you wish to proceed?;
QUICKMEALS_ALERTS;2;1;Aucun repas rapide ajouté;No quickmeal added;
QUICKMEALS_ERRORS;0;1;Veuillez spécifier le nom du repas rapide.;Please enter a name for the quick meal;
QUICKMEALS_ERRORS;1;1;Le nom du repas rapide est trop court.;The name is too short;
QUICKMEALS_ERRORS;2;1;Le nom du repas rapide est trop long.;The name is too long;
QUICKMEALS_ERRORS;3;1;La sauvegarde du repas rapide a échoué.;Failed to save the quick meal.;
QUICKMEALS_ERRORS;4;1;La suppression du repas rapide a échoué.;Failed to delete the quick meal.;
QUICKMEALS_TEXT;0;0;Création de repas rapides;Quick meal set-up;
QUICKMEALS_TEXT;1;0;Vous pouvez créer un plat rapide à partir de ses ingrédients ou de ses valeurs nutritives essentielles (lues sur l'emballage).;You can build a quickmeal from its ingredients or its nutritional values (usually displayed on the packaging).;
QUICKMEALS_TEXT;2;0;Nom du repas rapide;Quick meal name;
QUICKMEALS_TEXT;3;0;à partir des ingrédients;from ingredients;
QUICKMEALS_TEXT;4;0;à partir des valeurs nutritives;from nutritional values;
QUICKMEALS_TEXT;5;0;Ajoutez des ingrédients à l'aide des champs ci-dessous. Les valeurs nutritives sont calculées automatiquement.;Add an ingredient by typing its name in the field below. Nutritional values are automatically computed.;
QUICKMEALS_TEXT;6;0;Indiquez ci-dessous les valeurs nutritives que vous connaissez. Les valeurs non précisées ne seront pas prises en compte.;Indicate below the nutritional values you know. Missing values are not taken into account.;
RATING_ALERTS;0;1;Votre vote a été pris en compte !;Thanks for voting!;
RECIPEFORM_ALERTS;0;1;La description de cette étape est trop courte.;This preparation step is too short.;
RECIPEFORM_ALERTS;1;1;La description de cette étape est trop longue.;This preparation step is too long.;
RECIPEFORM_ALERTS;2;1;Veuillez remplir les champs encadrés de rouge.;Please fill in the fields in red.;
RECIPEFORM_ALERTS;3;1;Vous avez atteint le nombre maximum d'étapes de préparation.;You have reached the maximum number of preparation steps allowed.;
RECIPEFORM_ALERTS;4;1;Veuillez inscrire un nom d'ingrédient valide.;Please enter a valid ingredient name.;
RECIPEFORM_ALERTS;5;1;Une recette est déjà en cours d'édition. Si vous continuez, les modifications seront perdues.;A recipe is already open for editing. If you continue, your modifications will be lost.;
RECIPEFORM_ALERTS;6;1;Cet ingrédient n'existe pas. Veuillez sélectionner un ingrédient dans la liste des propositions qui apparaissent en cours de frappe.;This ingredient could not be found in Kookiiz database. Please select an ingredient suggestion as you type.;
RECIPEFORM_ALERTS;7;1;La recette;The recipe;
RECIPEFORM_ALERTS;8;1;a été ajoutée avec succès et fait désormais partie de vos favorites !;was successfully saved and has been added to your favorites!;
RECIPEFORM_ALERTS;9;1;La recette a été éditée avec succès.;The recipe has been successfully edited.;
RECIPEFORM_ALERTS;10;1;La communauté Kookiiz vous remercie pour votre précieuse contribution !;Kookiiz community thanks you for your kind contribution!;
RECIPEFORM_ALERTS;11;1;Vous avez choisi de garder cette recette privée. Elle n'apparaîtra donc pas aux autres membres de la communauté.;You chose to keep this recipe private. It will not be displayed to the other members of the Kookiiz community.;
RECIPEFORM_ALERTS;12;1;Veuillez donner un nom valide à cette recette.;Please provide a valid name for this recipe.;
RECIPEFORM_ALERTS;13;1;Veuillez indiquer la durée de préparation.;Please indicate the preparation time.;
RECIPEFORM_ALERTS;14;1;Veuillez indiquer la durée de cuisson.;Please indicate the baking time.;
RECIPEFORM_ALERTS;15;1;Veuillez ajouter au moins une étape de préparation.;Please write down at least one preparation step.;
RECIPEFORM_ALERTS;16;1;Veuillez ajouter au moins ;Please add at least ;
RECIPEFORM_ALERTS;17;1; ingrédients.; ingredients.;
RECIPEFORM_ALERTS;18;1;Souhaitez-vous vraiment effacer tout le contenu de cette recette ?;Do you really wish to delete the content of this recipe?;
RECIPEFORM_ALERTS;19;1;Souhaitez-vous vraiment annuler vos modifications ?;Do you really wish to cancel your modifications?;
RECIPEFORM_ALERTS;20;1;Vous devez d'abord créer un compte Kookiiz pour pouvoir publier une recette. C'est facile et très rapide !;You have to create a Kookiiz account to be able to submit a recipe. Signing up is quick and easy!;
RECIPEFORM_ERRORS;0;1;L'ajout de la recette a échoué.;Recipe upload failed.;
RECIPEFORM_ERRORS;1;1;L'édition de la recette a échoué.;Recipe editing failed.;
RECIPEFORM_ERRORS;2;1;Seul l'auteur de la recette peut l'éditer.;Only the recipe author can edit it.;
RECIPEFORM_TEXT;0;0;Titre de la recette;Recipe title;Titel des Rezepts
RECIPEFORM_TEXT;1;0;Supprimer cette étape de préparation;Delete this preparation step;Dieser Schritt der Herstellung löschen
RECIPEFORM_TEXT;2;0;Recette pour;Recipe for;Zezept für
RECIPEFORM_TEXT;3;0;personne(s);person(s);Person(en)
RECIPEFORM_TEXT;4;0;Ajouter les étapes de préparation une par une (la numérotation est automatique).;Add cooking steps one by one (numbering is automatic).;Fügen Sie die Herstellungsschritte nach und nach hinzu (die Nummerierung geschieht automatisch).
RECIPEFORM_TEXT;5;0;Taper les premières lettres d'un ingrédient et choisir une proposition dans la liste.;Type the first letters of an ingredient and choose a suggestion in the list.;Tippen Sie die ersten Buchstaben einer Zutat und wählen Sie einen Vorschlag aus der Liste.
RECIPEFORM_TEXT;6;0;Source de la recette;Source of the recipe;Quelle des Rezepts
RECIPEFORM_TEXT;7;0;Vous pouvez choisir de rendre cette recette publique et d'en faire profiter tous les membres de la communauté Kookiiz. Sinon, la recette n'apparaîtra que pour vous.;You can make this recipe public and let the community enjoy it, or keep it private for your personal use.;Sie können dieses Rezept veröffentlichen, damit alle Mitglieder der Kookiiz Community davon profitieren können. Andernfalls ist das Rezept nur für Sie sichtbar.
RECIPEFORM_TEXT;8;0;Rendre la recette publique;Make the recipe public;Das Rezept veröffentlichen
RECIPEFORM_TEXT;9;0;Une ou plusieurs recette(s) portent un nom similaire.;One or more recipes have a similar title.;Ein oder mehrere Rezepte tragen einen ähnlichen Namen.
RECIPEFORM_TEXT;10;0;Cliquez ici pour les consulter.;Click here to see them.;Klicken Sie hier um sie zu konsultieren.
RECIPEFORM_TEXT;11;0;Ingrédient manquant;Missing ingredient;
RECIPEFORM_TEXT;12;0;"Cliquez sur ""Sauver"" pour valider vos modifications ou sur ""Annuler"" pour quitter sans sauver.";"Click on ""Save"" to save your modifications or on ""Cancel"" to close the form without saving";
RECIPES_ALERTS;0;1;Aucune recette;No recipe;
RECIPES_ALERTS;1;1;Le nombre maximum de résultats est atteint. Veuillez affiner votre recherche.;You have reached the maximum number of results. Please provide additional criteria to refine your search.;
RECIPES_ALERTS;2;1;Souhaitez-vous vraiment indiquer que le contenu de cette recette est inapproprié ?;Do you really want to report this recipe as inappropriate?;
RECIPES_ALERTS;3;1;Merci d'avoir signalé cette recette. Un administrateur vérifiera son contenu.;Thank you for signaling this recipe. A moderator will check its content.;
RECIPES_ALERTS;4;1;La recette a été ajoutée à vos favorites.;This recipe was added to your favorites.;
RECIPES_ALERTS;5;1;Veuillez modifier les critères de recherche.;Please modify search criteria.;
RECIPES_ALERTS;6;1;Vous devez créer un compte pour pouvoir sauvegarder des recettes.;You have to create an account to be able to save recipes.;
RECIPES_ALERTS;7;1;Traduction d'une recette;Recipe translation;
RECIPES_ALERTS;8;1;Sélectionnez la langue dans la quelle vous souhaitez traduire la recette;Please select the language you which to translate the recipe to.;
RECIPES_ALERTS;9;1;Veuillez traduire le titre de la recette.;Please translate the recipe title.;
RECIPES_ALERTS;10;1;Veuillez traduire toutes les étapes de préparation.;Please translate all the preparation steps.;
RECIPES_ALERTS;11;1;Un grand merci pour votre contribution ! La traduction a été enregistrée avec succès. Pour la consulter, changez la langue de l'interface.;Thank you for your contribution! The translation was successfully saved. To see it, switch Kookiiz interface to the appropriate language.;
RECIPES_CATEGORIES;0;0;Toutes;All;Alle
RECIPES_CATEGORIES;1;0;Plat principal;Main dish;Hauptgang
RECIPES_CATEGORIES;2;0;Entrée;Starter;Vorspeise
RECIPES_CATEGORIES;3;0;Dessert;Dessert;Dessert
RECIPES_CATEGORIES;4;0;Apéritif;Snack;Aperitif
RECIPES_CATEGORIES;5;0;Amuse-bouche;Appetizer;Amuse-Bouche
RECIPES_CATEGORIES;6;0;Petit-déjeuner;Breakfast;Frühstück
RECIPES_CATEGORIES;7;0;Cocktail;Cocktail;Cocktail
RECIPES_CATEGORIES;8;0;Autre;Other;Anderes
RECIPES_CATEGORIES;9;0;Accompagnement;Side;Beilage
RECIPES_CATEGORIES;10;0;Sauce;Sauce;Sauce
RECIPES_CRITERIA_NAMES;0;0;Facile;Easy;Einfach
RECIPES_CRITERIA_NAMES;1;0;Saine;Healthy;Gesund
RECIPES_CRITERIA_NAMES;2;0;A coût modéré;Cheap;Moderate Kosten
RECIPES_CRITERIA_NAMES;3;0;Rapide;Quick;Schnell
RECIPES_CRITERIA_NAMES;4;0;Bien notée;Well rated;Hoch bewertet
RECIPES_CRITERIA_NAMES;5;0;De saison;Seasonal;Saisonal
RECIPES_CRITERIA_NAMES;6;0;Végétarienne;Vegetarian;Vegetarisch
RECIPES_ERRORS;0;1;La recette n'existe pas.;The recipe does not exist!;
RECIPES_ERRORS;1;1;La recette a déjà une illustration.;The recipe already has an illustration.;
RECIPES_ERRORS;2;1;La sauvegarde de la traduction a échoué.;Failed to save the recipe translation.;
RECIPES_LEVELS;0;0;Débutant;Beginner;Anfänger
RECIPES_LEVELS;1;0;Amateur;Amateur;Amateur
RECIPES_LEVELS;2;0;Expérimenté;Advanced;Erfahren
RECIPES_LEVELS;3;0;Grand chef;Master Chef;Küchenchef
RECIPES_ORIGINS;0;0;Toutes;All;Alle
RECIPES_ORIGINS;1;0;Traditionnelle;Traditional;Traditionell
RECIPES_ORIGINS;2;0;Française;French;Französisch
RECIPES_ORIGINS;3;0;Suisse;Swiss;Schweizerisch
RECIPES_ORIGINS;4;0;Italienne;Italian;Italienisch
RECIPES_ORIGINS;5;0;Asiatique;Asian;Asiatisch
RECIPES_ORIGINS;6;0;Mexicaine;Mexican;Mexikanisch
RECIPES_ORIGINS;7;0;Anglo-saxonne;Anglo-saxon;Angelsächsisch
RECIPES_ORIGINS;8;0;Espagnole;Spanish;
RECIPES_ORIGINS;9;0;Libanaise;Lebanese;
RECIPES_ORIGINS;10;0;Grecque;Greek;
RECIPES_ORIGINS;11;0;Marocaine;Moroccan;
RECIPES_SEARCH_TEXT;0;1;recherche;find;recherche
RECIPES_SEARCH_TEXT;1;1;parmi mes favorites;among my favorites;
RECIPES_SEARCH_TEXT;2;1;saines;healthy;
RECIPES_SEARCH_TEXT;3;1;à coût modéré;low cost;
RECIPES_SEARCH_TEXT;4;1;faciles;easy;
RECIPES_SEARCH_TEXT;5;1;rapides;quick;
RECIPES_SEARCH_TEXT;6;1;bien notées;best rated;
RECIPES_SEARCH_TEXT;7;1;imaginées par un chef;created by a Chef;
RECIPES_SEARCH_TEXT;8;1;imaginées par ;invented by ;
RECIPES_SEARCH_TEXT;9;1;contenu de mon frigo;from my fridge;
RECIPES_SEARCH_TEXT;10;1;ingrédients de saison;seasonal ingredients;
RECIPES_SEARCH_TEXT;11;1;sans aliments que je déteste;w/o food I dislike;
RECIPES_SEARCH_TEXT;12;1;stricte;strict;
RECIPES_SEARCH_TEXT;13;1;flexible;flexible;
RECIPES_SEARCH_TEXT;14;1;allergies;allergies;
RECIPES_SEARCH_TEXT;15;1;aucun;none;
RECIPES_SEARCH_TEXT;16;1;aucune;none;
RECIPES_SEARCH_TEXT;17;1;avec le terme;containing;
RECIPES_SEARCH_TEXT;18;1;végétariennes;vegetarian;
RECIPES_SEARCH_TEXT;19;1;avec aliments que je préfère;with food I like;
RECIPES_SEARCH_TEXT;20;1;Critères de recherche;Search criteria;
RECIPES_SEARCH_TEXT;21;1;aucun;none;
RECIPES_SEARCH_TEXT;22;1;avec ingrédients spécifiques;w/ specific ingredients;
RECIPES_SEARCH_TEXT;23;1;sans ingrédients spécifiques;w/o specific ingredients;
RECIPES_SORTING;0;0;ordre alphabétique;alphabetical order;alphabetischer Reihenfolge
RECIPES_SORTING;1;0;pertinence;relevance;Relevanz
RECIPES_SORTING;2;0;prix le plus bas;lowest price;tiefstem Preis
RECIPES_SORTING;3;0;meilleure note;best rating;beste Bewertungen
RECIPES_TAGS_NAMES;0;0;Noël;Christmas;Weihnachten
RECIPES_TAGS_NAMES;1;0;Brunch;Brunch;Brunch
RECIPES_TAGS_NAMES;2;0;Mariage;Wedding;Hochzeit
RECIPES_TAGS_NAMES;3;0;Anniversaire;Birthday;Geburtstag
RECIPES_TAGS_NAMES;4;0;Thanksgiving;Thanksgiving;Thanksgiving
RECIPES_TAGS_NAMES;5;0;Poulet;Chicken;Poulet
RECIPES_TAGS_NAMES;6;0;Barbecue;Barbecue;Barbecue
RECIPES_TAGS_NAMES;7;0;Enfant;Child;Kind
RECIPES_TAGS_NAMES;8;0;Porc;Pork;Schwein
RECIPES_TAGS_NAMES;9;0;Boeuf;Beef;Rind
RECIPES_TAGS_NAMES;10;0;Gâteau;Cake;Torte
RECIPES_TAGS_NAMES;11;0;Pâtes;Pasta;Teigwaren
RECIPES_TAGS_NAMES;12;0;Fruits de mer;Sea food;Meeresfrüchte
RECIPES_TAGS_NAMES;13;0;Fruits;Fruits;Früchte
RECIPES_TAGS_NAMES;14;0;Africain;African;Afrikatisch
RECIPES_TAGS_NAMES;15;0;Asiatique;Asian;Asiatisch
RECIPES_TAGS_NAMES;16;0;Italien;Italian;Italienisch
RECIPES_TAGS_NAMES;17;0;Australien;Australian;Australisch
RECIPES_TAGS_NAMES;18;0;Neozélandais;New Zealand;Neuseeländisch
RECIPES_TAGS_NAMES;19;0;Européen;European;Europäisch
RECIPES_TAGS_NAMES;20;0;Tunisien;Tunisian;Tunesisch
RECIPES_TAGS_NAMES;21;0;Indien;Indian;Indisch
RECIPES_TAGS_NAMES;22;0;Mexicain;Mexican;Mexikanisch
RECIPES_TAGS_NAMES;23;0;Moyen-oriental;Middle East;Naher Osten
RECIPES_TAGS_NAMES;24;0;Scandinave;Scandinavian;Skandinavien
RECIPES_TAGS_NAMES;25;0;Sud-américaine;South American;Südamerikanisch
RECIPES_TAGS_NAMES;26;0;Suisse;Swiss;Schweizerisch
RECIPES_TAGS_NAMES;27;0;Thaï;Thai;Thai
RECIPES_TAGS_NAMES;28;0;Chinois;Chinese;Chinesisch
RECIPES_TAGS_NAMES;29;0;Français;French;Französisch
RECIPES_TAGS_NAMES;30;0;Russe;Russian;Russisch
RECIPES_TAGS_NAMES;31;0;Libanais;Libanese;Libanesisch
RECIPES_TAGS_NAMES;32;0;Espagnole;Spanish;Spanisch
RECIPES_TAGS_NAMES;33;0;Marocaine;Moroccan;Marokkanisch
RECIPES_TAGS_NAMES;34;0;Belge;Belgian;Belgisch
RECIPES_TAGS_NAMES;35;0;Grecque;Greek;Griechisch
RECIPES_TAGS_NAMES;36;0;Japonais;Japanese;Japanisch
RECIPES_TAGS_NAMES;37;0;Américains;American;Amerikanisch
RECIPES_TAGS_NAMES;38;0;05.mai;May 5th;05.mai
RECIPES_TAGS_NAMES;39;0;Pâques;Easter;Ostern
RECIPES_TAGS_NAMES;40;0;Halloween;Halloween;Halloween
RECIPES_TAGS_NAMES;41;0;1er Aout;August 1st;1. August
RECIPES_TAGS_NAMES;42;0;04.juil;July 4th;4. Juli
RECIPES_TAGS_NAMES;43;0;Hanukkah;Hanukkah;Hanukkah
RECIPES_TAGS_NAMES;44;0;Nouvel an;New year;Neujahr
RECIPES_TAGS_NAMES;45;0;Fête des mères;Mother's Day;Muttertag
RECIPES_TAGS_NAMES;46;0;Fête des pères;Father's Day;Vatertag
RECIPES_TAGS_NAMES;47;0;Ramadan;Ramadan;Ramadan
RECIPES_TAGS_NAMES;48;0;Saint Valentin;Velentin's Day;Valentinstag
RECIPES_TAGS_NAMES;49;0;Saint Patrick;St Patrick's Day;St. Patrick
RECIPES_TAGS_NAMES;50;0;Poisson;Fish;Fisch
RECIPES_TAGS_NAMES;51;0;Viande;Meat;Fleisch
RECIPES_TAGS_NAMES;52;0;Salade;Salad;Salat
RECIPES_TAGS_NAMES;53;0;Chocolat;Chocolate;Schokolade
RECIPES_TAGS_NAMES;54;0;Légère;Light;Leicht
RECIPES_TAGS_NAMES;55;0;Débutant;Beginner;Anfänger
RECIPES_TAGS_NAMES;56;0;Flemme;Lazy;Faul
RECIPES_TAGS_NAMES;57;0;Buffet;Buffet;Buffet
RECIPES_TAGS_NAMES;58;0;Verrine;Jar;Verrine
RECIPES_TAGS_NAMES;59;0;Mardi Gras;Shrove Tuesday;Fastnachtsdienstag
RECIPES_TAGS_NAMES;60;0;Pique-nique;Picnic;Picknick
RECIPES_TAGS_NAMES;61;0;Sandwich;Sandwich;Sandwich
RECIPES_TAGS_NAMES;62;0;Vinaigrette;Vinaigrette;Salatsauce
RECIPES_TAGS_NAMES;63;0;Soupe;Soup;Suppe
RECIPES_TAGS_NAMES;64;0;Sauce;Sauce;Sauce
RECIPES_TAGS_NAMES;65;0;Rôti;Roast;Braten
RECIPES_TAGS_NAMES;66;0;Poché;Poached;Pochiert
RECIPES_TAGS_NAMES;67;0;Mijoteuse;Slow cooker;Niedergargerät
RECIPES_TAGS_NAMES;68;0;Au four;Baked;Im Ofen
RECIPES_TAGS_NAMES;69;0;En ragoût;Stew;Eintopf
RECIPES_TAGS_NAMES;70;0;Riche en fibres;High fiber;Ballaststoffreich
RECIPES_TAGS_NAMES;71;0;Faible teneur en gras;Low fat;Fettarm
RECIPES_TAGS_NAMES;72;0;Sans gluten;Without gluten;Ohne Gluten
RECIPES_TAGS_NAMES;73;0;Sauter;Sauté;Gebraten
RECIPES_TAGS_NAMES;74;0;Cru;Raw;Roh
RECIPES_TAGS_NAMES;75;0;Ete;Summer;Sommer
RECIPES_THEMES_NAMES;0;1;rapides et délicieuses;quick & delicious;
RECIPES_THEMES_NAMES;1;1;végétariennes express;vegetarian express;
RECIPES_THEMES_NAMES;2;1;saines et pas chères;healthy & cheap;
RECIPES_THEMES_NAMES;3;1;faciles et rapides;easy & quick;
RECIPES_THEMES_NAMES;4;1;recettes express;express recipes;
RECIPES_THEMES_NAMES;5;1;plaisirs sucrés;sweet;
RECIPES_THEMES_NAMES;6;1;brunch;brunch;
RECIPES_THEMES_NAMES;7;1;recettes étoilées;best recipes;
RECIPES_THEMES_TEXT;0;0;Pas d'idée ?;No idea?;Keine Idee?
RECIPES_THEMES_TEXT;1;0;Des idées pour commencer;Ideas to start with;Ideen für den Anfang
RECIPES_THEMES_TEXT;2;0;Recherche thématique;Thematic search;Thematische Suche
RECIPES_THEMES_TEXT;3;0;;;
RECIPES_TRANSLATE_TEXT;0;0;Aucune langue disponible pour cette recette;No required translation for this recipe;Keine Sprache verfügbar für dieses Rezept
RECIPES_TRANSLATE_TEXT;1;0;Etape;Step;Etappe
RECIPE_DISPLAY_TEXT;0;0;Illustration de la recette;Recipe picture;Bild des Rezeptes
RECIPE_DISPLAY_TEXT;1;0;Auteur;Author;Autor
RECIPE_DISPLAY_TEXT;2;0;Catégorie;Category;Kategorie
RECIPE_DISPLAY_TEXT;3;0;Origine;Origin;Quelle
RECIPE_DISPLAY_TEXT;4;0;Invités;Guests;Gäste
RECIPE_DISPLAY_TEXT;5;0;Préparation;Preparation;Vorbereitung
RECIPE_DISPLAY_TEXT;6;0;Cuisson;Cooking;Cuisson
RECIPE_DISPLAY_TEXT;7;0;Difficulté;Difficulty;Schwierigkeitsgrad
RECIPE_DISPLAY_TEXT;8;0;Prix;Price;Preis
RECIPE_DISPLAY_TEXT;9;0;/pers.;/pers.;/Pers.
RECIPE_DISPLAY_TEXT;10;0;par personne (%GDA);per person (%GDA);Pro Person (%GDA)
RECIPE_DISPLAY_TEXT;11;0;Ajouter une image;Upload a picture;
RECIPE_DISPLAY_TEXT;12;0;Vins suggérés;Suggested wines;Empfohlene Weine
RECIPE_DISPLAY_TEXT;13;0;Aucun vin suggéré;No wine suggested;Keine Weinvorschläge vorhanden
RECIPE_DISPLAY_TEXT;14;0;Coût;Cost;Kosten
RECIPE_DISPLAY_TEXT;15;0;Coût estimé;Estimated cost;Geschätzte Kosten
RECIPE_DISPLAY_TEXT;16;0;Ajouter aux favorites;Add to favorites;Zu den Favoriten hinzufügen
RECIPE_DISPLAY_TEXT;17;0;Signaler au modérateur;Report this recipe to the moderator.;Moderator darauf hinweisen
RECIPE_DISPLAY_TEXT;18;0;personne(s);person(s);Person(en)
RECIPE_DISPLAY_TEXT;19;0;Attribuer;Give;Zuweisen
RECIPE_DISPLAY_TEXT;20;0;étoile(s) à cette recette;star(s) to this recipe;Stern(e) dieses Rezepts
RECIPE_DISPLAY_TEXT;21;0;Traduire cette recette;Translate this recipe;Dieses Rezept übersetzen
