"ref";"name_fr";"name_en";"tags_fr";"tags_en";"cat";"pic";"unit";"wpu";"price";"exp";"prob"
111.00;"mozzarella (allégée)";"mozzarella (light)";"fromage";"cheese";1.00;;1.00;0.00;1.20;5.00;"4"
37.00;"muenster";"muenster";"fromage";"cheese";1.00;;1.00;0.00;1.60;5.00;"4"
3030.00;"mulet cabot (muge cabot)";"mullet (mullet pooch)";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
5389.00;"mûre (jus)";"blackberry (juice)";;;9.00;;4.00;0.00;;7.00;"4"
1515.00;"mûres";"blackberries";"fruit";"fruit";9.00;"blackberries";1.00;0.00;1.85;7.00;"5"
1610.00;"mûres blanches";"mulberries";"fruit";"fruit";9.00;;1.00;0.00;1.85;7.00;"4"
193.00;"muscade (moulue)";"nutmeg (ground)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;17.00;1000.00;"4"
1705.00;"myrtilles (bleuets)";"blueberries (blueberries)";"fruit";"fruit";9.00;;1.00;0.00;2.35;2.00;"5"
4128.00;"nacho";"nacho";"snack";"snack";25.00;;1.00;0.00;1.90;1000.00;"4"
2470.00;"navet (rave)";"turnip (turnip)";"légume";"vegetable";11.00;;10.00;150.00;0.40;7.00;"5"
1611.00;"nectarine";"nectarine";"fruit";"fruit";9.00;"peach";10.00;115.00;0.40;7.00;"5"
1601.00;"nèfles du japon";"loquat";"fruit";"fruit";9.00;"medlar";1.00;0.00;;7.00;"4"
38.00;"neufchatel";"neufchatel";"fromage";"cheese";1.00;;1.00;0.00;1.20;5.00;"4"
2567.00;"noisettes";"hazelnuts";;;12.00;"hazlenuts";1.00;0.00;1.80;1000.00;"5"
5709.00;"noix de cajou (acajou)";"cashews (mahogany)";;;12.00;"cashew_nuts";1.00;0.00;2.20;1000.00;"5"
2558.00;"noix de coco";"coconut";;;12.00;"coconut";1.00;0.00;0.50;7.00;"5"
2563.00;"noix de coco (crème)";"coconut (cream)";;;12.00;;4.00;0.00;1.50;1000.00;"4"
2566.00;"noix de coco (eau)";"coconut (water)";;;12.00;;4.00;0.00;;1000.00;"4"
2643.00;"noix de coco (lait)";"coconut (milk)";;;12.00;;4.00;0.00;1.00;1000.00;"4"
2559.00;"noix de coco (séchée)";"coconut (dried)";;;12.00;;1.00;0.00;0.50;1000.00;"3"
2572.00;"noix de ginkgo (séchées)";"ginkgo nuts (dried)";;;12.00;;1.00;0.00;;1000.00;"4"
2590.00;"noix";"nuts";;;12.00;;1.00;0.00;2.60;1000.00;"5"
2589.00;"noix de noyer noir";"black walnuts";;;12.00;;1.00;0.00;2.60;1000.00;"4"
2582.00;"noix de pécan (pacanes)";"pecans (pecans)";;;12.00;;1.00;0.00;2.75;1000.00;"5"
2544.00;"noix du brésil";"brazil nuts";;;12.00;"brazil_nuts";1.00;0.00;;1000.00;"4"
2545.00;"noix longues (séchées)";"long nuts (dried)";;;12.00;;1.00;0.00;2.60;1000.00;"4"
2575.00;"noix macadamia";"macadamia nuts";;;12.00;;1.00;0.00;2.80;1000.00;"4"
2510.00;"noix-pain (graines)";"nut bread (grains)";"céréale";"cereal";12.00;;10.00;0.00;;;"4"
5525.00;"nougat";"nougat";"sucrerie,bonbon";"candy, candy";19.00;;1.00;0.00;2.50;1000.00;"5"
4458.00;"nouilles";"noodles";"pâtes";"pasta";20.00;;1.00;0.00;0.35;1000.00;"5"
4513.00;"nouilles (épinards)";"noodles (spinach)";"pâtes";"pasta";20.00;;1.00;0.00;0.40;1000.00;"4"
4462.00;"nouilles (japonaises)";"noodles (japanese)";"pâtes";"pasta";20.00;;1.00;0.00;1.80;1000.00;"4"
5736.00;"nutella";"nutella";;;19.00;;1.00;0.00;1.45;1000.00;"5"
125.00;"oeuf";"egg";;;1.00;"egg";10.00;50.00;1.60;14.00;"5"
89.00;"oeuf d'oie";"goose egg";;;1.00;"egg";10.00;50.00;;14.00;"4"
90.00;"oeuf de caille";"quail egg";;;1.00;"egg";10.00;20.00;2.45;14.00;"3"
88.00;"oeuf de canard";"duck egg";;;1.00;"egg";10.00;20.00;;14.00;"4"
91.00;"oeuf de dinde";"turkey egg";;;1.00;"egg";10.00;50.00;;14.00;"3"
130.00;"oeuf dur";"hard boiled egg";;;1.00;"egg";10.00;50.00;1.60;14.00;"5"
5849.00;"oeufs de lotte";"burbot eggs";"fruit de mer";"seafood";15.00;;1.00;0.00;;1.00;"3"
5928.00;"oeufs de saumon";"salmon roe";"fruit de mer";"seafood";15.00;;1.00;0.00;18.00;1.00;"5"
670.00;"oie";"goose";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"5"
672.00;"oie (blanc)";"goose (white)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"4"
673.00;"oie (foie)";"geese (liver)";"viande,volaille,abats";"meat, poultry, offal";5.00;;1.00;0.00;;1.00;"4"
2401.00;"oignon";"onion";"condiment";"condiment";11.00;"onion";10.00;40.00;0.30;7.00;"5"
2138.00;"oignon (flocons séchés)";"onion (dried flakes)";"condiment";"condiment";11.00;;1.00;0.00;11.00;1000.00;"4"
2140.00;"oignon (haché)";"onion (chopped)";"condiment";"condiment";11.00;;1.00;0.00;4.50;7.00;"4"
194.00;"oignon (poudre)";"onion (powder)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;11.00;1000.00;"3"
5414.00;"oignon doux";"sweet onion";"condiment";"condiment";11.00;;10.00;40.00;0.30;7.00;"5"
5960.00;"oignon rouge";"red onion";"condiment";"condiment";11.00;;10.00;40.00;0.30;7.00;"5"
5413.00;"oignon vert";"green onion";"condiment";"condiment";11.00;;10.00;40.00;0.30;7.00;"5"
1613.00;"olive";"olive";;;9.00;"green_olive";1.00;0.00;0.60;7.00;"5"
1614.00;"olive noire";"black olive";;;9.00;"black_olive";1.00;0.00;1.20;7.00;"5"
5391.00;"olive verte";"olive green";;;9.00;"green_olive";1.00;0.00;0.60;7.00;"5"
5838.00;"omble chevalier";"char";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
5844.00;"ombre (thymallus)";"shadow (thymallus)";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
1722.00;"orange";"orange";"fruit";"fruit";9.00;"orange";10.00;150.00;0.20;7.00;"5"
4403.00;"orange (confite)";"orange (candied)";;;19.00;;1.00;0.00;1.50;1000.00;"4"
1619.00;"orange (jus)";"orange (juice)";;;9.00;"orange_juice";4.00;0.00;0.15;7.00;"5"
1621.00;"orange (zeste)";"orange (peel)";;;9.00;;10.00;10.00;3.00;7.00;"4"
4884.00;"oreilles de judas";"ears of judas";"champignon";"mushroom";11.00;;1.00;0.00;6.50;7.00;"4"
4411.00;"orge (grains perlés)";"barley (pearled)";"céréale";"cereal";20.00;;1.00;0.00;0.50;1000.00;"4"
4485.00;"orge (grains)";"barley (grains)";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"5"
195.00;"origan (moulu)";"oregano (ground)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;43.00;1000.00;"4"
3107.00;"ormeaux";"abalone";"fruit de mer";"seafood";15.00;;1.00;0.00;1.20;1.00;"4"
2290.00;"oseille (rumex)";"sorrel (dock)";"légume";"vegetable";11.00;;1.00;0.00;8.00;7.00;"4"
4067.00;"pain (blé complet)";"bread (whole wheat)";;;18.00;"whole_wheat_bread";1.00;0.00;0.70;5.00;"5"
3727.00;"pain (blé)";"bread (wheat)";;;18.00;"bread";1.00;0.00;0.25;5.00;"5"
4062.00;"pain (froment)";"bread (wheat)";;;18.00;"bread";1.00;0.00;0.25;5.00;"4"
3986.00;"pain à hamburger";"hamburger bun";;;18.00;;1.00;50.00;0.75;5.00;"3"
3985.00;"pain à hot-dog";"hot dog bread";;;18.00;;1.00;50.00;1.00;5.00;"3"
4028.00;"pain au lait";"bread pudding";;;18.00;;1.00;50.00;1.10;2.00;"4"
4063.00;"pain au levain";"sourdough bread";;;18.00;;1.00;0.00;0.60;5.00;"4"
3691.00;"pain au maïs";"cornbread";;;18.00;;1.00;0.00;0.75;5.00;"5"
4065.00;"pain au seigle";"rye bread";;;18.00;"rye_bread";1.00;0.00;0.50;5.00;"5"
3711.00;"pain au seigle noir";"pumpernickel bread";;;18.00;"rye_bread";1.00;0.00;0.50;5.00;"5"
3704.00;"pain au son d'avoine";"oat bran bread";;;18.00;"bread";1.00;0.00;0.50;5.00;"4"
3729.00;"pain au son de blé";"wheat bran bread";;;18.00;"bread";1.00;0.00;0.50;5.00;"4"
3725.00;"pain au son de riz";"rice bran bread";;;18.00;"bread";1.00;0.00;0.50;5.00;"3"
3706.00;"pain aux flocons d'avoine";"oatmeal bread";;;18.00;"bread";1.00;0.00;0.90;5.00;"4"
3731.00;"pain aux germes de blé";"bread wheat germ";;;18.00;"bread";1.00;0.00;;5.00;"3"
3710.00;"pain aux protéines";"bread protein";;;18.00;"bread";1.00;0.00;;5.00;"3"
3714.00;"pain aux raisins secs";"raisin bread";;;18.00;"bread";1.00;0.00;;5.00;"4"
4064.00;"pain blanc";"white bread";;;18.00;"white_bread";1.00;0.00;0.25;5.00;"5"
3982.00;"pain de mie";"bread";;;18.00;;1.00;0.00;0.60;5.00;"4"
3979.00;"pain de mie (aux oeufs)";"bread (with egg)";;;18.00;;1.00;0.00;0.60;5.00;"3"
3983.00;"pain de mie (complet)";"bread (whole-grain)";;;18.00;;1.00;0.00;0.55;5.00;"3"
5607.00;"pain de mie (seigle noir)";"bread (pumpernickel)";;;18.00;;1.00;0.00;0.90;5.00;"3"
3981.00;"pain de mie (seigle)";"bread (rye)";;;18.00;;1.00;0.00;0.90;5.00;"3"
3980.00;"pain de mie (son d'avoine)";"bread (oat bran)";;;18.00;;1.00;0.00;0.90;5.00;"3"
3700.00;"pain italien";"italian bread";;;18.00;"bread";1.00;0.00;;5.00;"4"
3984.00;"pain mou";"soft bread";;;18.00;;1.00;50.00;1.00;5.00;"4"
3702.00;"pain multigrains";"multigrain bread";;;18.00;"bread";1.00;0.00;0.80;5.00;"5"
3708.00;"pain pita (blanc)";"pita bread (white)";;;18.00;;1.00;0.00;0.90;5.00;"3"
3709.00;"pain pita (complet)";"pita bread (complete)";;;18.00;;1.00;0.00;0.90;5.00;"3"
4070.00;"pain pour farce";"bread stuffing";;;18.00;;1.00;0.00;;5.00;"3"
3697.00;"pain viennois";"viennese bread";;;18.00;;1.00;0.00;1.00;2.00;"5"
3111.00;"palourdes (myes)";"clam (clam)";"fruit de mer";"seafood";15.00;;1.00;0.00;1.20;1.00;"5"
4401.00;"pamplemouse (confit)";"grapefruit (candied)";;;19.00;;1.00;0.00;1.50;1000.00;"4"
1714.00;"pamplemousse";"grapefruit";"fruit";"fruit";9.00;;10.00;250.00;0.60;7.00;"5"
1572.00;"pamplemousse (jus)";"grapefruit (juice)";;;9.00;;4.00;100.00;0.35;7.00;"5"
1715.00;"pamplemousse blanc";"white grapefruit";"fruit";"fruit";9.00;;10.00;250.00;0.60;7.00;"4"
1562.00;"pamplemousse rose";"pink grapefruit";"fruit";"fruit";9.00;;10.00;250.00;0.60;7.00;"5"
2406.00;"panais (panet)";"parsnip";"légume";"vegetable";11.00;;1.00;300.00;0.80;7.00;"5"
5492.00;"papadum (papad)";"papadum";"pain";"bread";16.00;;1.00;0.00;;5.00;"4"
1628.00;"papaye";"papaya";"fruit";"fruit";9.00;;1.00;350.00;1.20;7.00;"5"
1629.00;"papaye (jus)";"papaya (juice)";;;9.00;;4.00;0.00;;7.00;"5"
4480.00;"pappardelle";"pappardelle";"pâtes";"pasta";20.00;;1.00;0.00;0.85;1000.00;"4"
196.00;"paprika";"paprika";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;10.00;1000.00;"5"
40.00;"parmesan";"parmesan";"fromage";"cheese";1.00;"parmesan";1.00;0.00;2.50;5.00;"5"
93.00;"parmesan (filaments)";"parmesan (filaments)";"fromage";"cheese";1.00;;1.00;0.00;2.00;5.00;"3"
39.00;"parmesan (râpé)";"parmesan (grated)";"fromage";"cheese";1.00;;1.00;0.00;2.00;5.00;"4"
2599.00;"pastèque (graines)";"watermelon (seeds)";"céréale";"cereal";12.00;;10.00;0.00;;;"3"
1691.00;"pastèque (melon d'eau)";"watermelon";"fruit";"fruit";9.00;"watermelon";1.00;0.00;0.40;7.00;"5"
2792.00;"pastrami";"pastrami";"viande";"meat";13.00;;1.00;0.00;5.90;3.00;"5"
1158.00;"pastrami (dinde)";"pastrami (turkey)";"viande";"meat";7.00;;1.00;0.00;;3.00;"5"
2236.00;"patate aquatique (liseron d'eau)";"water spinach (water spinach)";"légume";"vegetable";11.00;;1.00;0.00;;7.00;"4"
2240.00;"patate douce";"sweet potato";"légume";"vegetable";11.00;"potato";1.00;0.00;0.55;7.00;"5"
2238.00;"patate douce (feuilles)";"sweet potato (leaves)";;;11.00;;1.00;0.00;;7.00;"3"
4079.00;"pâté (bifteck)";"pie (steak)";;;18.00;"steak";1.00;0.00;;3.00;"5"
4075.00;"pâté (boeuf)";"pie (beef)";;;18.00;;1.00;0.00;;3.00;"5"
4078.00;"pâté (dinde)";"pie (turkey)";;;18.00;;1.00;0.00;;3.00;"5"
4076.00;"pâté (porc)";"pate (pork)";;;18.00;;1.00;0.00;1.55;3.00;"5"
4077.00;"pâté (poulet)";"pate (chicken)";;;18.00;;1.00;0.00;;3.00;"5"
3966.00;"pâte à biscuits";"cookie dough";;;18.00;;1.00;0.00;1.00;3.00;"5"
3970.00;"pâte à gâteau";"pastry";;;18.00;;1.00;250.00;1.00;3.00;"5"
4503.00;"pâte à lasagne";"lasagne (sheet)";;;20.00;;1.00;0.00;0.75;1000.00;"4"
4505.00;"pâte à lasagne (épinards)";"lasagna dough (spinach)";;;20.00;;1.00;0.00;0.80;1000.00;"4"
2540.00;"pâte d'amandes";"marzipan";;;12.00;;1.00;0.00;1.70;1000.00;"3"
5700.00;"pâté de foie (truffes)";"liver pate (truffles)";;;7.00;;1.00;0.00;0.70;3.00;"4"
4097.00;"pâte de fruits";"fruit paste";;;25.00;;1.00;0.00;3.00;1000.00;"4"
3856.00;"pâte feuilletée";"puff pastry";;;18.00;;10.00;250.00;0.70;3.00;"5"
4452.00;"pâtes (maïs)";"pasta (corn)";;;20.00;;1.00;0.00;;1000.00;"3"
4468.00;"pâtes spirales";"pasta spirals";;;20.00;;1.00;0.00;0.35;1000.00;"3"
201.00;"pavot (graines)";"poppy (seed)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;2.30;1000.00;"3"
1728.00;"pêche";"peach";"fruit";"fruit";9.00;"peach";1.00;120.00;0.40;7.00;"5"
1644.00;"pêche (jus)";"peach (juice)";;;9.00;"juice";4.00;0.00;0.35;7.00;"5"
1640.00;"pêche (séchée)";"peach (dried)";;;9.00;;1.00;0.00;;1000.00;"4"
1633.00;"pêche blanche";"white peach";"fruit";"fruit";9.00;;1.00;120.00;0.40;7.00;"5"
1729.00;"pêche jaune";"yellow peach";"fruit";"fruit";9.00;;1.00;120.00;0.40;7.00;"5"
4301.00;"pectine";"pectin";;;19.00;;1.00;0.00;;1000.00;"4"
5749.00;"pectine (liquide)";"pectin (liquid)";;;19.00;;5.00;0.00;;1000.00;"4"
4520.00;"penne";"quill";"pâtes";"pasta";20.00;;1.00;0.00;0.35;1000.00;"5"
1162.00;"pepperoni";"pepperoni";"viande";"meat";7.00;;1.00;0.00;2.80;7.00;"5"
3035.00;"perchaude";"perch";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"4"
3202.00;"perche";"perch";"poisson";"fish";15.00;"fish";1.00;0.00;4.00;1.00;"5"
3073.00;"perche arc-en-ciel";"rainbow perch";"poisson";"fish";15.00;"fish";1.00;0.00;4.00;1.00;"5"
3032.00;"perche rose";"pink perch";"poisson";"fish";15.00;"fish";1.00;0.00;4.00;1.00;"4"
2405.00;"persil";"parsley";"condiment";"condiment";11.00;"parsley";1.00;20.00;4.50;3.00;"5"
197.00;"persil (séché)";"parsley (dried)";"condiment,épice";"condiment, spice";2.00;"parsley";1.00;0.00;30.00;1000.00;"4"
4073.00;"petit pain";"roll";;;18.00;;1.00;50.00;1.10;2.00;"4"
2409.00;"petits pois";"peas";"légume";"vegetable";11.00;"peas";1.00;0.00;0.55;7.00;"5"
5634.00;"pétoncles";"scallops";"fruit de mer";"seafood";15.00;;1.00;0.00;1.20;1.00;"3"
3974.00;"phyllo (pâte)";"phyllo (dough)";;;18.00;;1.00;0.00;;7.00;"3"
2165.00;"phytolaque (pousses)";"pokeweed (shoots)";;;11.00;;1.00;0.00;;7.00;"3"
5570.00;"pigeonneau";"squab";"viande";"meat";5.00;;1.00;0.00;;3.00;"4"
684.00;"pigeonneau (blanc)";"squab (white)";"viande";"meat";5.00;;1.00;0.00;;3.00;"4"
685.00;"pigeonneau (poitrine)";"squab (chest)";"viande";"meat";5.00;;1.00;0.00;;3.00;"5"
2586.00;"pignons (noix de pins)";"pine nuts";;;12.00;;1.00;0.00;5.60;1000.00;"5"
4861.00;"piment (chili vert)";"green chili";"condiment";"condiment";11.00;;10.00;10.00;2.50;7.00;"5"
4859.00;"piment ancho";"ancho";"condiment";"condiment";11.00;;10.00;10.00;;7.00;"4"
4857.00;"piment banane";"banana pepper";"condiment";"condiment";11.00;;10.00;10.00;;7.00;"4"
169.00;"piment de la jamaïque";"allspice";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;20.00;1000.00;"3"
2322.00;"piment fort (chili)";"chili";"condiment";"condiment";11.00;;10.00;10.00;2.50;7.00;"5"
4860.00;"piment jalapeno";"jalapeno pepper";"condiment";"condiment";11.00;;10.00;10.00;;7.00;"5"
4863.00;"piment pasilla";"pasilla pepper";"condiment";"condiment";11.00;;10.00;10.00;;7.00;"4"
2355.00;"piment rouge";"chili";"condiment";"condiment";11.00;"chili";10.00;10.00;1.80;7.00;"5"
199.00;"piment rouge (cayenne)";"red pepper (cayenne)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;20.00;1000.00;"4"
4858.00;"piment serrano";"serrano pepper";"condiment";"condiment";11.00;;10.00;10.00;;7.00;"4"
674.00;"pintade";"guinea fowl";"viande";"meat";5.00;;1.00;0.00;;3.00;"5"
675.00;"pintade (blanc)";"guinea fowl (white)";"viande";"meat";5.00;;1.00;0.00;;3.00;"5"
2086.00;"pissenlit (feuilles)";"dandelion (leaves)";;;11.00;;1.00;0.00;;7.00;"4"
2644.00;"pistaches";"pistachios";;;12.00;"pistachio";1.00;0.00;0.90;1000.00;"5"
2637.00;"pistaches (salées)";"pistachios (salted)";"snack";"snack";12.00;;1.00;0.00;1.55;1000.00;"4"
1661.00;"plantain (banane des antilles)";"plantains";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"4"
4866.00;"pleurote";"oyster";"champignon";"mushroom";11.00;"pleurotes";1.00;0.00;1.50;7.00;"5"
1731.00;"poire";"pear";"fruit";"fruit";9.00;"pear";10.00;140.00;0.50;7.00;"5"
1652.00;"poire (jus)";"pear (juice)";;;9.00;;4.00;0.00;0.24;7.00;"5"
1649.00;"poire (séchée)";"pear (dried)";;;9.00;;1.00;0.00;;1000.00;"4"
1693.00;"poire asiatique";"asian pear";"fruit";"fruit";9.00;;1.00;0.00;;;"3"
2396.00;"poireaux";"leeks";"légume";"vegetable";11.00;"leek";1.00;600.00;0.40;7.00;"5"
2162.00;"pois cajan";"pigeonpea";"légume";"vegetable";11.00;"peas";1.00;0.00;;1000.00;"5"
3394.00;"pois cassés";"split peas";"légume";"vegetable";16.00;;1.00;0.00;0.30;1000.00;"4"
3389.00;"pois chiches (garbanzo)";"chickpeas (garbanzo)";"légume";"vegetable";16.00;"chickpeas";1.00;0.00;0.50;1000.00;"5"
2408.00;"pois mange-tout (gourmands)";"snow peas";"légume";"vegetable";11.00;;1.00;0.00;0.80;7.00;"5"
2152.00;"pois secs";"peas";"légume";"vegetable";11.00;;1.00;0.00;;1000.00;"5"
3006.00;"poisson (stick)";"fish (stick)";"poisson";"fish";15.00;;1.00;0.00;1.25;1000.00;"5"
200.00;"poivre blanc";"white pepper";"condiment,épice";"condiment, spice";2.00;;9.00;0.00;12.00;1000.00;"5"
198.00;"poivre noir";"black pepper";"condiment,épice";"condiment, spice";2.00;;9.00;0.00;14.00;1000.00;"5"
2300.00;"poivron";"pepper";"légume";"vegetable";11.00;;10.00;150.00;0.60;7.00;"5"
2344.00;"poivron jaune";"yellow pepper";"légume";"vegetable";11.00;"yellow_pepper";10.00;150.00;0.65;7.00;"5"
2415.00;"poivron orange";"orange pepper";"légume";"vegetable";11.00;;10.00;150.00;0.65;7.00;"4"
2484.00;"poivron rouge";"red pepper";"légume";"vegetable";11.00;"red_pepper";10.00;150.00;0.60;7.00;"5"
2413.00;"poivron vert";"green pepper";"légume";"vegetable";11.00;;10.00;150.00;0.60;7.00;"5"
1674.00;"pomélo";"pomelo";"fruit";"fruit";9.00;;10.00;400.00;0.80;7.00;"5"
1696.00;"pomme";"apple";"fruit";"fruit";9.00;"apple_red";10.00;115.00;0.40;7.00;"5"
1495.00;"pomme (jus)";"apple (juice)";;;9.00;"juice";4.00;0.00;0.15;7.00;"5"
1700.00;"pomme (purée)";"potato (mashed)";;;9.00;;1.00;0.00;0.90;7.00;"4"
1490.00;"pomme (séchée)";"apple (dried)";"fruit,sec";"fruit lp";9.00;;1.00;0.00;4.50;1000.00;"4"
1688.00;"pomme cannelle (attier)";"cinnamon apple (attias)";"fruit";"fruit";9.00;;10.00;115.00;;7.00;"4"
2417.00;"pomme de terre";"potato";"légume,racine";"vegetable, root";11.00;"potato";1.00;80.00;0.30;7.00;"5"
2505.00;"pomme de terre (amandine)";"potato (amanda)";"légume,racine";"vegetable, root";11.00;"potato";1.00;50.00;0.30;7.00;"4"
2421.00;"pomme de terre (bintje)";"potato (bintje)";"légume,racine";"vegetable, root";11.00;"potato";1.00;80.00;0.30;7.00;"4"
5285.00;"pomme de terre (blanche)";"potato (white)";"légume,racine";"vegetable, root";11.00;"potato";1.00;80.00;0.30;7.00;"5"
2422.00;"pomme de terre (charlotte)";"potato (charlotte)";"légume,racine";"vegetable, root";11.00;"potato";1.00;80.00;0.30;7.00;"4"
2181.00;"pomme de terre (o'brien)";"potato (obrien)";"légume,racine";"vegetable, root";11.00;"potato";1.00;80.00;0.30;7.00;"5"
5286.00;"pomme de terre (rouge)";"potato (red)";"légume,racine";"vegetable, root";11.00;"potato";1.00;80.00;0.30;7.00;"4"
5284.00;"pomme de terre (russet)";"potatoes (russet)";"légume,racine";"vegetable, root";11.00;"potato";1.00;80.00;0.30;7.00;"4"
1537.00;"pommette";"cheekbone";"fruit";"fruit";9.00;;1.00;0.00;;;"5"
3042.00;"pompano";"pompano";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
4382.00;"popcorn";"popcorn";"snack";"snack";25.00;;1.00;0.00;1.00;1000.00;"5"
4113.00;"popcorn (caramel)";"popcorn (caramel)";"snack";"snack";25.00;;1.00;0.00;1.00;1000.00;"4"
4115.00;"popcorn (fromage)";"popcorn (cheese)";"snack";"snack";25.00;;1.00;0.00;1.00;1000.00;"4"
4383.00;"popcorn (salé)";"popcorn (salted)";"snack";"snack";25.00;;1.00;0.00;1.00;1000.00;"5"
4114.00;"popcorn (sucré)";"popcorn (sweet)";"snack";"snack";25.00;;1.00;0.00;1.00;1000.00;"5"
1835.00;"porc (andouillette)";"pork (sausage)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"4"
1833.00;"porc (cervelle)";"pork (brain)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1840.00;"porc (coeur)";"pork (heart)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1894.00;"porc (côte)";"pork (rib)";"viande";"meat";10.00;"pork";1.00;200.00;1.00;3.00;"5"
1914.00;"porc (côtelette)";"pork (chop)";"viande";"meat";10.00;"pork_chop";1.00;150.00;2.40;3.00;"5"
1824.00;"porc (cou)";"pork (neck)";"viande";"meat";10.00;;1.00;0.00;1.85;3.00;"4"
1762.00;"porc (cuisse)";"pork (thigh)";"viande";"meat";10.00;;1.00;0.00;3.75;3.00;"5"
1961.00;"porc (émincé)";"pork (chopped)";"viande";"meat";10.00;;1.00;0.00;1.60;3.00;"5"
1814.00;"porc (épaule)";"pork (shoulder)";"viande";"meat";10.00;;1.00;0.00;1.50;3.00;"4"
1816.00;"porc (escalope)";"pork (schnitzel)";"viande";"meat";10.00;;1.00;100.00;1.80;3.00;"5"
5408.00;"porc (estomac)";"pork (stomach)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1944.00;"porc (filet)";"pork (tenderloin)";"viande";"meat";10.00;"pork_tenderloin";1.00;150.00;2.50;3.00;"5"
1845.00;"porc (foie)";"pork (liver)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"4"
1776.00;"porc (fricassée)";"pork (stew)";"viande";"meat";10.00;;1.00;0.00;1.90;3.00;"3"
6120.00;"porc (haché)";"pork (chopped)";"viande";"meat";10.00;"minced_meat";1.00;0.00;;1.00;"4"
1855.00;"porc (langue)";"pork (tongue)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1837.00;"porc (oreille)";"pork (ear)";"viande,abats";"meat, offal";10.00;;1.00;0.00;2.40;1.00;"3"
1826.00;"porc (palette)";"pork (pallet)";"viande";"meat";10.00;;1.00;0.00;4.60;3.00;"3"
1850.00;"porc (pancréas)";"pork (pancreas)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1838.00;"porc (pied)";"pork (ft)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1934.00;"porc (poitrine)";"pork (chest)";"viande";"meat";10.00;;1.00;0.00;1.50;3.00;"5"
1847.00;"porc (poumons)";"pork (lungs)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1881.00;"porc (queue)";"pork (tail)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1968.00;"porc (ragoût)";"pork (stew)";"viande";"meat";10.00;;1.00;0.00;1.90;3.00;"5"
1852.00;"porc (rate)";"pig (spleen)";"viande,abats";"meat, offal";10.00;;1.00;0.00;;1.00;"3"
1842.00;"porc (rognons)";"pig (kidney)";"viande,abats";"meat, offal";10.00;"kidneys";1.00;0.00;;1.00;"4"
1808.00;"porc (rôti)";"pork (roast)";"viande";"meat";10.00;"pork_roast";1.00;0.00;2.00;3.00;"5"
5571.00;"porc oriental (séché)";"oriental pork (dried)";"charcuterie,porc";"sausage, pork";10.00;;1.00;0.00;;1000.00;"3"
1874.00;"porc salé";"salted pork";"charcuterie,porc";"sausage, pork";10.00;;1.00;0.00;;1000.00;"3"
41.00;"port-salut";"port-salut";"fromage";"cheese";1.00;;1.00;0.00;;5.00;"3"
4973.00;"portobello";"portobello";"champignon";"mushroom";11.00;;1.00;0.00;;7.00;"4"
630.00;"poulet (aile)";"chicken (wing)";"viande,volaille";"meat, poultry";5.00;;1.00;50.00;1.60;3.00;"4"
629.00;"poulet (aileron)";"chicken (wing)";"viande,volaille";"meat, poultry";5.00;;1.00;50.00;1.60;3.00;"4"
577.00;"poulet (coeur)";"chicken (heart)";"viande,volaille,abats";"meat, poultry, offal";5.00;;1.00;0.00;;1.00;"3"
610.00;"poulet (cuisse)";"chicken (thigh)";"viande,volaille";"meat, poultry";5.00;"chicken_leg";1.00;100.00;1.70;3.00;"5"
568.00;"poulet (émincé)";"chicken (chopped)";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;3.25;3.00;"5"
567.00;"poulet (escalope)";"chicken (cutlet)";"viande,volaille";"meat, poultry";5.00;;1.00;150.00;1.95;3.00;"5"
615.00;"poulet (filet)";"chicken (tenderloin)";"viande,volaille";"meat, poultry";5.00;;1.00;150.00;2.95;3.00;"5"
